Date,Integer ILP,Maximum Sharpe,Minimum Variance,Equal Weight
2025-12-09,-0.10093217614914818,-0.10093217614914829,-0.08899432462723256,-0.03136142154315846
2025-12-10,-0.10350369656059155,-0.10350369656059155,-0.0928938098899258,-0.038736482355983815
2025-12-11,-0.1044680167148827,-0.10446801671488282,-0.0935418704656652,-0.038981837654153195
2025-12-12,-0.09868209578913534,-0.09868209578913545,-0.08724868763461124,-0.029943971648410672
2025-12-15,-0.09868209578913534,-0.09868209578913545,-0.0859395093256945,-0.01843251659143852
2025-12-16,-0.10093217614914818,-0.10093217614914829,-0.08720640508779876,-0.019359921611160735
2025-12-17,-0.10253937640630029,-0.1025393764063004,-0.08786009165055964,-0.016629988074570057
2025-12-18,-0.09739633558341376,-0.0973963355834141,-0.08325226279949194,-0.009646173709709882
2025-12-19,-0.10478945676631313,-0.10478945676631335,-0.08926174060049441,-0.013792989645064813
2025-12-22,-0.11475409836065575,-0.11475409836065609,-0.09642857905598734,-0.018408555574008112
2025-12-23,-0.1089681774349085,-0.10896817743490883,-0.0935482465156181,-0.014948996979647244
2025-12-24,-0.11153969784635165,-0.11153969784635198,-0.09622816102377829,-0.018512221142070406
2025-12-25,-0.11153969784635165,-0.11153969784635198,-0.09322415295148556,-0.009679120541846054
2025-12-26,-0.11153969784635165,-0.11153969784635198,-0.09384877376465905,-0.009735170461626419
2025-12-29,-0.1153969784635166,-0.11539697846351693,-0.09857013493704281,-0.016614326545518865
2025-12-30,-0.12182577949212481,-0.12182577949212514,-0.10443330340082835,-0.02210634974801806
2025-12-31,-0.12600450016072007,-0.1260045001607204,-0.10901148205867495,-0.027385036535852114
